Time,Pressure,single,double,triple,move
2000/8/22,10048,9903.499226,9905.463556,10082.05137,9993
2000/8/23,9977,9946.849459,9904.874257,10029.07503,10021.66667
2000/8/24,10040,9955.894621,9917.466818,9991.814797,10025.66667
2000/8/25,10060,9981.126235,9928.995159,9969.510403,10107
2000/8/26,10221,10004.78836,9944.634481,9957.35583,9562
2000/8/27,8405,10069.65185,9962.680646,9953.539425,9608.666667
2000/8/28,10200,9570.256298,9994.772009,9956.281792,9617.666667
2000/8/29,10248,9759.179409,9867.417296,9967.828857,10208.66667
2000/8/30,10178,9905.825586,9834.94593,9937.705389,10147.66667
2000/8/31,10017,9987.47791,9856.209827,9906.877551,10052.66667
2000/9/1,9963,9996.334537,9895.590252,9891.677234,9938
2000/9/2,9834,9986.334176,9925.813537,9892.851139,9762.333333
2000/9/3,9490,9940.633923,9943.969729,9902.739859,9432.333333
2000/9/4,8973,9805.443746,9942.968987,9915.10882,8972.666667
2000/9/5,8455,9555.710622,9901.711415,9923.46687,7689.333333
2000/9/6,5640,9225.497436,9797.911177,9916.940233,7148
2000/9/7,7349,8149.848205,9626.187055,9881.231517,6870
2000/9/8,7621,7909.593743,9183.2854,9804.718178,7596.333333
2000/9/9,7819,7823.01562,8801.177903,9618.288345,7887
2000/9/10,8221,7821.810934,8507.729218,9373.155212,8119
2000/9/11,8317,7941.567654,8301.953733,9113.527414,8383.333333
2000/9/12,8612,8054.197358,8193.837909,8870.05531,9036.666667
2000/9/13,10181,8221.53815,8151.945744,8667.19009,9827.333333
2000/9/14,10689,8809.376705,8172.823466,8512.616786,10677.66667
2000/9/15,11163,9373.263694,8363.789438,8410.67879,10389
2000/9/16,9315,9910.184586,8666.631715,8396.611984,10938.33333
2000/9/17,12337,9731.62921,9039.697576,8477.617903,11480.33333
2000/9/18,12789,10513.24045,9247.277066,8646.241805,12593.66667
2000/9/19,12655,11195.96831,9627.06608,8826.552383,12785.33333
2000/9/20,12912,11633.67782,10097.73675,9066.706492,12858
2000/9/21,13007,12017.17447,10558.51907,9376.01557,12832.33333
2000/9/22,12578,12314.12213,10996.11569,9730.76662,12508.33333
2000/9/23,11940,12393.28549,11391.51762,10110.37134,12057
2000/9/24,11653,12257.29984,11692.04798,10494.71523,11850
2000/9/25,11957,12076.00989,11861.62354,10853.91505,11297.66667
2000/9/26,10283,12040.30692,11925.93945,11156.2276,11185.33333
2000/9/27,11316,11513.11485,11960.24969,11387.14115,10930.66667
2000/9/28,11193,11453.98039,11826.10924,11559.07371,11344.66667
2000/9/29,11525,11375.68627,11714.47058,11639.18437,11479
2000/9/30,11719,11420.48039,11612.83529,11661.77024,11719.33333
2000/10/1,11914,11510.03627,11555.12882,11647.08975,11964.66667
2000/10/2,12261,11631.22539,11541.60106,11619.50147,12191.66667
2000/10/3,12400,11820.15777,11568.48836,11596.13135,12428.66667
2000/10/4,12625,11994.11044,11643.98918,11587.83845,12595
2000/10/5,12760,12183.37731,11749.02556,11604.68367,12364
2000/10/6,11707,12356.36412,11879.33109,11647.98624,12377.33333
2000/10/7,12665,12161.55488,12022.44099,11717.38969,12335.33333
2000/10/8,12634,12312.58842,12064.17516,11808.90508,12601.33333
2000/10/9,12505,12409.01189,12138.69914,11885.48611,12517
2000/10/10,12412,12437.80832,12219.79296,11961.45002,12379.33333
2000/10/11,12221,12430.06583,12285.19757,12038.9529,12250.66667
2000/10/12,12119,12367.34608,12328.65805,12112.8263,12053
2000/10/13,11819,12292.84226,12340.26446,12177.57583,11909
2000/10/14,11789,12150.68958,12326.0378,12226.38242,11762.33333
2000/10/15,11679,12042.18271,12273.43333,12256.27903,11180.33333
2000/10/16,10073,11933.22789,12204.05814,12261.42532,11146.33333
2000/10/17,11687,11375.15953,12122.80907,12244.21517,11158
2000/10/18,11714,11468.71167,11898.51421,12207.79334,11775
2000/10/19,11924,11542.29817,11769.57344,12115.0096,11855
2000/10/20,11927,11656.80872,11701.39086,12011.37875,11957.66667
2000/10/21,12022,11737.8661,11688.01622,11918.38238,11998.33333
2000/10/22,12046,11823.10627,11702.97118,11849.27253,12131.33333
2000/10/23,12326,11889.97439,11739.01171,11805.38213,12179
2000/10/24,12165,12020.78207,11784.30051,11785.471,12248.66667
2000/10/25,12255,12064.04745,11855.24498,11785.11986,11579.66667
2000/10/26,10319,12121.33322,11917.88572,11806.15739,11552
2000/10/27,12082,11580.63325,11978.91997,11839.67589,11451.66667
2000/10/28,11954,11731.04328,11859.43395,11881.44912,11945.33333
2000/10/29,11800,11797.93029,11820.91675,11874.84457,11787.33333
2000/10/30,11608,11798.55121,11814.02081,11858.66622,11720.66667
2000/10/31,11754,11741.38584,11809.37993,11845.2726,11748.66667
2000/11/1,11884,11745.17009,11788.9817,11834.5048,11895
2000/11/2,12047,11786.81906,11775.83822,11820.84787,12094.33333
2000/11/3,12352,11864.87334,11779.13247,11807.34498,12369.66667
2000/11/4,12710,12011.01134,11804.85473,11798.88123,12595.33333
2000/11/5,12724,12220.70794,11866.70172,11800.67328,12936.66667
2000/11/6,13376,12371.69556,11972.90358,11820.48181,13271.33333
2000/11/7,13714,12672.98689,12092.54118,11866.20834,13656.66667
2000/11/8,13880,12985.29082,12266.67489,11934.10819,13825.66667
