Time,Pressure,single,double,triple,move
2000/1/1,796,,,,
2000/1/2,4574,796,,,3964.666667
2000/1/3,6524,1929.4,796,,6150
2000/1/4,7352,3307.78,1136.02,796,7408
2000/1/5,8348,4521.046,1787.548,898.006,8327
2000/1/6,9281,5669.1322,2607.5974,1164.8686,9227.333333
2000/1/7,10053,6752.69254,3526.05784,1597.68724,10257.66667
2000/1/8,11439,7742.784778,4494.04825,2176.19842,11315
2000/1/9,12453,8851.649345,5468.669208,2871.553369,12228.33333
2000/1/10,12793,9932.054541,6483.563249,3650.688121,13318.66667
2000/1/11,14710,10790.33818,7518.110637,4500.550659,14427.66667
2000/1/12,15780,11966.23673,8499.778899,5405.818653,15883.33333
2000/1/13,17160,13110.36571,9539.716247,6334.006727,17037.66667
2000/1/14,18173,14325.256,10610.91109,7295.719583,18002.66667
2000/1/15,18675,15479.5792,11725.21456,8290.277034,18688
2000/1/16,19216,16438.20544,12851.52395,9320.758291,19275
2000/1/17,19934,17271.54381,13927.5284,10379.98799,19906.33333
2000/1/18,20569,18070.28066,14930.73302,11444.25011,20577.66667
2000/1/19,21230,18819.89647,15872.59731,12490.19498,20797.66667
2000/1/20,20594,19542.92753,16756.78706,13504.91568,21369.66667
2000/1/21,22285,19858.24927,17592.6292,14480.4771,21853
2000/1/22,22680,20586.27449,18272.31522,15414.12273,22632
2000/1/23,22931,21214.39214,18966.503,16271.58047,22893
2000/1/24,23068,21729.3745,19640.86974,17080.05723,23125.33333
2000/1/25,23377,22130.96215,20267.42117,17848.30098,23339.33333
2000/1/26,23573,22504.7735,20826.48346,18574.03704,23490.66667
2000/1/27,23522,22825.24145,21329.97048,19249.77097,23536
2000/1/28,23513,23034.26902,21778.55177,19873.83082,23524.66667
2000/1/29,23539,23177.88831,22155.26694,20445.2471,22938
2000/1/30,21762,23286.22182,22462.05335,20958.25306,22830.66667
2000/1/31,23191,22828.95527,22709.30389,21409.39315,22748.33333
2000/2/1,23292,22937.56869,22745.19931,21799.36637,23214.33333
2000/2/2,23160,23043.89808,22802.91012,22083.11625,23172.33333
2000/2/3,23065,23078.72866,22875.20651,22299.05441,23077.66667
2000/2/4,23008,23074.61006,22936.26316,22471.90004,23052
2000/2/5,23083,23054.62704,22977.76723,22611.20898,23037
2000/2/6,23020,23063.13893,23000.82517,22721.17645,23078
2000/2/7,23131,23050.19725,23019.5193,22805.07107,23099.33333
2000/2/8,23147,23074.43808,23028.72268,22869.40554,22724.33333
2000/2/9,21895,23096.20665,23042.4373,22917.20068,22831
2000/2/10,23451,22735.84466,23058.56811,22954.77167,22971.33333
2000/2/11,23568,22950.39126,22961.75107,22985.9106,23558
2000/2/12,23655,23135.67388,22958.34313,22978.66274,23655.33333
2000/2/13,23743,23291.47172,23011.54235,22972.56686,23739
2000/2/14,23819,23426.9302,23095.52116,22984.25951,23774
2000/2/15,23760,23544.55114,23194.94388,23017.638,23754
2000/2/16,23683,23609.1858,23299.82605,23070.82977,23595
2000/2/17,23342,23631.33006,23392.63398,23139.52865,23366
2000/2/18,23073,23544.53104,23464.2428,23215.46025,22503.33333
2000/2/19,21095,23403.07173,23488.32927,23290.09502,22033
2000/2/20,21931,22710.65021,23462.75201,23349.56529,21198.66667
2000/2/21,20570,22476.75515,23237.12147,23383.52131,20781
2000/2/22,19842,21904.7286,23009.01157,23339.60136,19985.33333
2000/2/23,19544,21285.91002,22677.72668,23240.42442,19695
2000/2/24,19699,20763.33702,22260.18168,23071.6151,19826.66667
2000/2/25,20237,20444.03591,21811.12828,22828.18508,20179.66667
2000/2/26,20603,20381.92514,21401.00057,22523.06804,20319.66667
2000/2/27,20119,20448.2476,21095.27794,22186.4478,20208.66667
2000/2/28,19904,20349.47332,20901.16884,21859.09684,19577.66667
2000/2/29,18710,20215.83132,20735.66018,21571.71844,19356
2000/3/1,19454,19764.08193,20579.71152,21320.90096,19061.33333
2000/3/2,19020,19671.05735,20335.02264,21098.54413,19017
2000/3/3,18577,19475.74014,20135.83306,20869.48769,19295.66667
2000/3/4,20290,19206.1181,19937.80518,20649.3913,19645.33333
2000/3/5,20069,19531.28267,19718.29906,20435.91546,20120.33333
2000/3/6,20002,19692.59787,19662.19414,20220.63054,19939.33333
2000/3/7,19747,19785.41851,19671.31526,20053.09962,19670.66667
2000/3/8,19263,19773.89296,19705.54623,19938.56431,18793.66667
2000/3/9,17371,19620.62507,19726.05025,19868.65889,17300.66667
2000/3/10,15268,18945.73755,19694.4227,19825.8763,15910.33333
2000/3/11,15092,17842.41628,19469.81715,19786.44022,15428.66667
2000/3/12,15926,17017.2914,18981.59689,19691.4533,15817.66667
2000/3/13,16435,16689.90398,18392.30524,19478.49638,16502.33333
2000/3/14,17146,16613.43279,17881.58486,19152.63904,17344.66667
2000/3/15,18453,16773.20295,17501.13924,18771.32278,18378.66667
2000/3/16,19537,17277.14206,17282.75835,18390.26772,19441.66667
2000/3/17,20335,17955.09945,17281.07347,18058.01491,20216.33333
2000/3/18,20777,18669.06961,17483.28126,17824.93248,20776
2000/3/19,21216,19301.44873,17839.01777,17722.43711,20770.33333
2000/3/20,20318,19875.81411,18277.74705,17757.41131,20982
2000/3/21,21412,20008.46988,18757.16717,17913.51203,20908.33333
2000/3/22,20995,20429.52891,19132.55798,18166.60857,20966.33333
2000/3/23,20492,20599.17024,19521.64926,18456.3934,20509
2000/3/24,20040,20567.01917,19844.90556,18775.97016,20024.33333
2000/3/25,19541,20408.91342,20061.53964,19096.65078,19414.66667
2000/3/26,18663,20148.53939,20165.75177,19386.11743,18625.33333
2000/3/27,17672,19702.87757,20160.58806,19620.00774,17677.66667
2000/3/28,16698,19093.6143,20023.27491,19782.18183,16761.33333
2000/3/29,15914,18374.93001,19744.37673,19854.50976,15524
2000/3/30,13960,17636.65101,19333.54271,19821.46985,14771.66667
2000/3/31,14441,16533.65571,18824.4752,19675.09171,14225.66667
2000/4/1,14276,15905.85899,18137.22935,19419.90676,14311
2000/4/2,14216,15416.9013,17467.81825,19035.10354,14296.66667
2000/4/3,14398,15056.63091,16852.54316,18564.91795,14347.66667
2000/4/4,14429,14859.04163,16313.76948,18051.20551,14457.66667
2000/4/5,14546,14730.02914,15877.35113,17529.9747,14520.33333
2000/4/6,14586,14674.8204,15533.15453,17034.18763,14578.66667
2000/4/7,14604,14648.17428,15275.65429,16583.8777,14595.66667
2000/4/8,14597,14634.922,15087.41029,16191.41068,14487.66667
2000/4/9,14262,14623.5454,14951.6638,15860.21056,14500
2000/4/10,14641,14515.08178,14853.22828,15587.64653,14545.33333
2000/4/11,14733,14552.85724,14751.78433,15367.32106,14705
2000/4/12,14741,14606.90007,14692.1062,15182.66004,14761.33333
2000/4/13,14810,14647.13005,14666.54436,15035.49389,14855.66667
2000/4/14,15016,14695.99103,14660.72007,14924.80903,15019
2000/4/15,15231,14791.99372,14671.30136,14845.58234,15212
2000/4/16,15389,14923.69561,14707.50907,14793.29805,15314.66667
2000/4/17,15324,15063.28692,14772.36503,14767.56135,15382
2000/4/18,15433,15141.50085,14859.6416,14769.00246,15324.33333
2000/4/19,15216,15228.95059,14944.19937,14796.1942,15349.66667
2000/4/20,15400,15225.06542,15029.62474,14840.59575,15294.66667
2000/4/21,15268,15277.54579,15088.25694,14897.30445,15203
2000/4/22,14941,15274.68205,15145.0436,14954.5902,15240.66667
2000/4/23,15513,15174.57744,15183.93513,15011.72622,16982.66667
2000/4/24,20494,15276.10421,15181.12782,15063.38889,18837.33333
2000/4/25,20505,16841.47294,15209.62074,15098.71057,20416
2000/4/26,20249,17940.53106,15699.1764,15131.98362,20311
2000/4/27,20179,18633.07174,16371.5828,15302.14146,20211
2000/4/28,20205,19096.85022,17050.02948,15622.97386,19664
2000/4/29,18608,19429.29515,17664.0757,16051.09055,19188.66667
2000/4/30,18753,19182.90661,18193.64154,16534.98609,18868.33333
2000/5/1,19244,19053.93463,18490.42106,17032.58273,19349.66667
2000/5/2,20052,19110.95424,18659.47513,17469.93423,19961.66667
2000/5/3,20589,19393.26797,18794.91886,17826.7965,20383.66667
2000/5/4,20510,19751.98758,18974.42359,18117.23321,20753
2000/5/5,21160,19979.3913,19207.69279,18374.39032,21100.66667
2000/5/6,21632,20333.57391,19439.20234,18624.38106,21582.33333
2000/5/7,21955,20723.10174,19707.51381,18868.82745,21879.33333
2000/5/8,22051,21092.67122,20012.19019,19120.43336,21708
2000/5/9,21118,21380.16985,20336.3345,19387.96041,21671.33333
2000/5/10,21845,21301.5189,20649.4851,19672.47263,21571.33333
2000/5/11,21751,21464.56323,20845.09524,19965.57638,21690.66667
2000/5/12,21476,21550.49426,21030.93564,20229.43204,21471.33333
2000/5/13,21187,21528.14598,21186.80322,20469.88312,21247
2000/5/14,21078,21425.80219,21289.20605,20684.95915,21038
2000/5/15,20849,21321.46153,21330.18489,20866.23322,20874
2000/5/16,20695,21179.72307,21327.56788,21005.41872,20684.66667
2000/5/17,20510,21034.30615,21283.21444,21102.06347,20501.33333
2000/5/18,20299,20877.01431,21208.54195,21156.40876,20138.66667
2000/5/19,19607,20703.61001,21109.08366,21172.04872,20024.66667
2000/5/20,20168,20374.62701,20987.44157,21153.1592,19961.33333
2000/5/21,20109,20312.63891,20803.5972,21103.44391,20152
2000/5/22,20179,20251.54723,20656.30971,21013.4899,20199.33333
2000/5/23,20310,20229.78306,20534.88097,20906.33584,20335
2000/5/24,20516,20253.84814,20443.3516,20794.89938,20534.66667
2000/5/25,20778,20332.4937,20386.50056,20689.43504,20727.33333
2000/5/26,20888,20466.14559,20370.2985,20598.5547,20955.66667
2000/5/27,21201,20592.70191,20399.05263,20530.07784,21141
2000/5/28,21334,20775.19134,20457.14741,20490.77028,21127.33333
2000/5/29,20847,20942.83394,20552.56059,20480.68342,21265.33333
2000/5/30,21615,20914.08376,20669.6426,20502.24657,21426.33333
2000/5/31,21817,21124.35863,20742.97494,20552.46538,21817
2000/6/1,22019,21332.15104,20857.39005,20609.61825,21979.33333
2000/6/2,22102,21538.20573,20999.81835,20683.94979,22065.33333
2000/6/3,22075,21707.34401,21161.33456,20778.71036,21990.66667
2000/6/4,21795,21817.64081,21325.1374,20893.49762,21717.33333
2000/6/5,21282,21810.84856,21472.88842,21022.98955,21182
2000/6/6,20469,21652.194,21574.27646,21157.95921,20301.66667
2000/6/7,19154,21297.2358,21597.65172,21282.85439,18931.66667
2000/6/8,17172,20654.26506,21507.52694,21377.29359,18326.33333
2000/6/9,18653,19609.58554,21251.54838,21416.36359,18241
2000/6/10,18898,19322.60988,20758.95953,21366.91903,18814.66667
2000/6/11,18893,19195.22691,20328.05463,21184.53118,18892
2000/6/12,18885,19104.55884,19988.20632,20927.58822,18904.33333
2000/6/13,18935,19038.69119,19723.11207,20645.77365,18725
2000/6/14,18355,19007.58383,19517.78581,20368.97517,18436.33333
2000/6/15,18019,18811.80868,19364.72522,20113.61836,17947
2000/6/16,17467,18573.96608,19198.85026,19888.95042,18723.33333
2000/6/17,20684,18241.87625,19011.385,19681.92037,19374
2000/6/18,19971,18974.51338,18780.53238,19480.75976,20330
2000/6/19,20335,19273.45936,18838.72668,19270.69155,20036.66667
2000/6/20,19804,19591.92156,18969.14648,19141.10209,20213.66667
2000/6/21,20502,19655.54509,19155.97901,19089.5154,20170.33333
2000/6/22,20205,19909.48156,19305.84883,19109.45448,19735.66667
2000/6/23,18500,19998.13709,19486.93865,19168.37279,18806.33333
2000/6/24,17714,19548.69597,19640.29818,19263.94255,17614
2000/6/25,16628,18998.28718,19612.81752,19376.84924,17317.66667
2000/6/26,17611,18287.20102,19428.45842,19447.63972,17501
2000/6/27,18264,18084.34072,19086.0812,19441.88533,18291
2000/6/28,18998,18138.2385,18785.55905,19335.14409,19070
2000/6/29,19948,18396.16695,18591.36289,19170.26858,19837.33333
2000/6/30,20566,18861.71687,18532.80411,18996.59687,20394
2000/7/1,20668,19373.00181,18631.47793,18857.45904,20505
2000/7/2,20281,19761.50126,18853.9351,18789.66471,20188.33333
2000/7/3,19616,19917.35088,19126.20495,18808.94583,19477.66667
2000/7/4,18536,19826.94562,19363.54873,18904.12356,18556.33333
2000/7/5,17517,19439.66193,19502.5678,19041.95111,17500.66667
2000/7/6,16449,18862.86335,19483.69604,19180.13612,16594.66667
2000/7/7,15818,18138.70435,19297.44623,19271.20409,15576
2000/7/8,14461,17442.49304,18949.82367,19279.07673,15032.66667
2000/7/9,14819,16548.04513,18497.62448,19180.30081,14661.33333
2000/7/10,14704,16029.33159,17912.75067,18975.49791,14652
2000/7/11,14433,15631.73211,17347.72495,18656.67374,14470
2000/7/12,14273,15272.11248,16832.9271,18263.9891,14217
2000/7/13,13945,14972.37874,16364.68271,17834.6705,13980
2000/7/14,13722,14664.16512,15946.99152,17393.67417,13757
2000/7/15,13604,14381.51558,15562.1436,16959.66937,13534.66667
2000/7/16,13278,14148.26091,15207.95519,16540.41164,13284
2000/7/17,12970,13887.18263,14890.04691,16140.67471,12813.33333
2000/7/18,12192,13612.02784,14589.18763,15765.48637,12566.33333
2000/7/19,12537,13186.01949,14296.03969,15412.59674,12357.33333
2000/7/20,12343,12991.31364,13963.03363,15077.62963,12351.66667
2000/7/21,12175,12796.81955,13671.51763,14743.25083,12193
2000/7/22,12061,12610.27369,13409.10821,14421.73087,12131
2000/7/23,12157,12445.49158,13169.45785,14117.94407,12101
2000/7/24,12085,12358.94411,12952.26797,13833.39821,12163.33333
2000/7/25,12248,12276.76087,12774.27081,13569.05914,12213.66667
2000/7/26,12308,12268.13261,12625.01783,13330.62264,12234.66667
2000/7/27,12148,12280.09283,12517.95226,13118.9412,11974
2000/7/28,11466,12240.46498,12446.59443,12938.64452,12015.33333
2000/7/29,12432,12008.12549,12384.7556,12791.02949,12230
2000/7/30,12792,12135.28784,12271.76656,12669.14732,12789.66667
2000/7/31,13145,12332.30149,12230.82295,12549.9331,13109.66667
2000/8/1,13392,12576.11104,12261.26651,12454.20005,13312.66667
2000/8/2,13401,12820.87773,12355.71987,12396.31999,13418
2000/8/3,13461,12994.91441,12495.26723,12384.13995,13504
2000/8/4,13650,13134.74009,12645.16138,12417.47813,13643.66667
2000/8/5,13820,13289.31806,12792.03499,12485.78311,13683.33333
2000/8/6,13580,13448.52264,12941.21991,12577.65867,13324.66667
2000/8/7,12574,13487.96585,13093.41073,12686.72705,13156.33333
2000/8/8,13315,13213.77609,13211.77727,12808.73215,12961.33333
2000/8/9,12995,13244.14327,13212.37692,12929.64569,12999
2000/8/10,12687,13169.40029,13221.90682,13014.46506,13724.33333
2000/8/11,15491,13024.6802,13206.15486,13076.69759,15624
2000/8/12,18694,13764.57614,13151.71246,13115.53477,17042.66667
2000/8/13,16943,15243.4033,13335.57157,13126.38808,17363.66667
2000/8/14,16454,15753.28231,13907.92109,13189.14312,16341
2000/8/15,15626,15963.49762,14461.52945,13404.77651,16395
2000/8/16,17105,15862.24833,14912.1199,13721.80239,16806.33333
2000/8/17,17688,16235.07383,15197.15843,14078.89765,17924.33333
2000/8/18,18980,16670.95168,15508.53305,14414.37588,18543
2000/8/19,18961,17363.66618,15857.25864,14742.62303,19345
2000/8/20,20094,17842.86632,16309.1809,15077.01371,20044.66667
2000/8/21,21079,18518.20643,16769.28653,15446.66387,21061.33333
2000/8/22,22011,19286.4445,17293.9625,15843.45067,21909.66667
2000/8/23,22639,20103.81115,17891.7071,16278.60422,22566.66667
2000/8/24,23050,20864.3678,18555.33831,16762.53508,22924
2000/8/25,23083,21520.05746,19248.04716,17300.37605,23098.33333
2000/8/26,23162,21988.94022,19929.65025,17884.67738,22912
2000/8/27,22491,22340.85816,20547.43724,18498.16924,22833.33333
2000/8/28,22847,22385.90071,21085.46352,19112.94964,22605
2000/8/29,22477,22524.2305,21475.59468,19704.70381,22398.66667
2000/8/30,21872,22510.06135,21790.18542,20235.97107,21830
2000/8/31,21141,22318.64294,22006.1482,20702.23537,21146
2000/9/1,20425,21965.35006,22099.89662,21093.40922,20442.66667
2000/9/2,19762,21503.24504,22059.53265,21395.35544,19703.66667
2000/9/3,18924,20980.87153,21892.64637,21594.60861,18917
2000/9/4,18065,20363.81007,21619.11392,21684.01993,18144.66667
2000/9/5,17445,19674.16705,21242.52276,21664.54813,17139.66667
2000/9/6,15909,19005.41693,20772.01605,21537.94052,16487.66667
2000/9/7,16109,18076.49185,20242.03632,21308.16318,15820.66667
2000/9/8,15444,17486.2443,19592.37298,20988.32512,15549
2000/9/9,15094,16873.57101,18960.53437,20569.53948,15119.33333
2000/9/10,14820,16339.69971,18334.44536,20086.83795,14766.33333
2000/9/11,14385,15883.78979,17736.02167,19561.12017,14479
2000/9/12,14232,15434.15286,17180.3521,19013.59062,14209.33333
